iter	thetaS	mu	kappa	phi	moveType	accepted	likelihood	alpha	nblocks	nrblocks	param0	param1	omega0	rho0
88420	4.51418e-09	6.49003e-08	0.926049	0	7	0	-6061.09	-1.23635	1	1	0.456456	inf	1.10009e+06	inf
88430	2.94186e-09	4.22952e-08	0.926049	0	7	0	-6060.14	-0.814323	1	1	0.613719	563324	1.20237e+06	inf
88440	4.17833e-09	3.05722e-08	2.94016	0	2	0	-6061.02	-1.43257	1	1	0	2.00082e+06	1.20237e+06	inf
88450	4.75002e-09	3.05722e-08	3.50133	0	8	0	-6058.48	-nan	1	1	0	inf	538681	inf
88460	1.15603e-08	3.8254e-08	7.90763	0	7	1	-6059.21	0.0652707	1	1	7.90763	inf	538681	inf
88470	1.84686e-09	1.33267e-08	2.99755	0	7	1	-6059.8	-2.06059	1	1	2.99755	inf	516285	inf
88480	7.88676e-09	7.51127e-08	1.9897	0	8	0	-6058.93	-nan	1	1	0	inf	484350	inf
88490	1.06481e-08	5.18115e-08	5.00616	0	8	0	-6058.5	-nan	1	1	0	inf	225980	inf
88500	6.99459e-09	5.18115e-08	2.89003	0	8	0	-6058.94	-nan	1	1	0	inf	225980	inf
88510	7.65644e-09	3.63409e-08	5.16126	0	2	1	-6058.45	-0.0212984	1	1	0	487664	487664	inf
88520	2.47907e-08	7.58446e-08	8.64772	0	2	1	-6058.51	-0.0139819	1	1	0	146928	146928	inf
88530	2.47907e-08	7.58446e-08	8.64772	0	2	1	-6058.7	-0.663693	1	1	0	91399.9	91399.9	inf
88540	3.08316e-08	4.38134e-08	19.9566	0	7	1	-6059	1.31591	1	1	19.9566	inf	91399.9	inf
88550	3.10811e-08	4.41679e-08	19.9566	0	2	0	-6059.24	-0.0376375	1	1	0	176669	158695	inf
88560	2.81613e-08	8.35712e-08	8.95118	0	6	1	-6059.18	1.91858	1	1	8.35712e-08	56109.1	56109.1	inf
88570	3.7633e-08	1.23044e-07	8.01716	0	7	1	-6058.98	-0.190119	1	1	8.01716	inf	46383.5	inf
88580	3.34419e-08	1.52059e-07	5.43864	0	2	1	-6058.95	-0.632572	1	1	0	48351.9	48351.9	inf
88590	2.62125e-08	1.85087e-07	3.08876	0	8	0	-6058.49	-nan	1	1	0	inf	118221	inf
88600	2.89782e-08	3.38861e-07	1.40503	0	8	0	-6059.05	-nan	1	1	0	inf	69392.1	inf
88610	4.58443e-08	6.75879e-07	0.874241	0	2	1	-6059.51	-0.0707411	1	1	0	54757.5	54757.5	inf
88620	7.5109e-08	6.75879e-07	2.17363	0	8	0	-6058.95	-nan	1	1	0	inf	54757.5	inf
88630	7.5109e-08	6.75879e-07	2.17363	0	8	0	-6059.7	-nan	1	1	0	inf	13670.1	inf
88640	1.48275e-07	9.64795e-07	3.45077	0	8	0	-6058.46	-nan	1	1	0	inf	18444.7	inf
88650	2.0837e-07	1.35582e-06	3.45077	0	2	0	-6059.48	-0.143351	1	1	0	29308.8	12437.2	inf
88660	5.05297e-07	2.54212e-06	4.80373	0	2	1	-6060.33	-1.09407	1	1	0	16024.1	16024.1	inf
88670	5.12428e-07	2.54212e-06	4.8879	0	7	1	-6059.15	0.551081	1	1	4.8879	inf	11428	inf
88680	2.513e-07	1.24669e-06	4.8879	0	6	1	-6058.47	-0.368121	1	1	1.24669e-06	10005.1	10005.1	inf
88690	3.54421e-07	1.94089e-06	4.31869	0	2	1	-6058.41	0.46741	1	1	0	8517.66	8517.66	inf
88700	2.08999e-07	9.52598e-07	5.42281	0	7	0	-6059.22	-1.50374	1	1	2.46588	4880.73	11589.5	inf
88710	2.40531e-07	9.52598e-07	6.41616	0	2	1	-6058.94	0.0183631	1	1	0	22965.8	22965.8	inf
88720	2.8129e-07	1.11402e-06	6.41616	0	2	1	-6058.88	0.402466	1	1	0	6255.99	6255.99	inf
88730	6.08114e-07	1.19542e-06	14.1048	0	2	0	-6061.76	-1.99977	1	1	0	18358.9	8786.81	inf
88740	8.03261e-07	7.33049e-07	31.7227	0	2	0	-6060.12	-1.61511	1	1	0	1909.17	4115.16	inf
88750	1.42023e-06	7.33049e-07	56.9805	0	2	0	-6061.38	-0.838607	1	1	0	6418.03	4115.16	inf
88760	2.78955e-06	1.43982e-06	56.9805	0	6	1	-6059.95	0.621671	1	1	1.43982e-06	1883.69	1883.69	inf
88770	1.85061e-06	1.43982e-06	37.4103	0	8	0	-6059.4	-nan	1	1	0	inf	1883.69	inf
88780	2.32918e-06	1.68367e-06	40.3539	0	8	0	-6059.46	-nan	1	1	0	inf	1554.35	inf
88790	1.34646e-06	1.86682e-06	20.4834	0	8	0	-6059.31	-nan	1	1	0	inf	1554.35	inf
88800	1.65178e-06	2.91075e-06	15.8685	0	7	1	-6058.92	-0.257287	1	1	15.8685	inf	1554.35	inf
88810	2.5519e-06	5.84504e-06	11.9407	0	2	1	-6058.96	-0.0257745	1	1	0	2094.31	2094.31	inf
88820	1.61477e-06	3.69857e-06	11.9407	0	8	0	-6058.69	-nan	1	1	0	inf	1719.22	inf
88830	3.37765e-06	7.73638e-06	11.9407	0	2	1	-6060.29	-0.903658	1	1	0	2518.18	2518.18	inf
88840	1.85212e-06	4.2422e-06	11.9407	0	6	1	-6058.66	0.180834	1	1	4.2422e-06	2162.85	2162.85	inf
88850	1.7149e-06	4.2422e-06	10.9701	0	8	0	-6059.08	-nan	1	1	0	inf	3371.36	inf
88860	1.50418e-06	2.88655e-06	14.4767	0	7	1	-6058.85	0.018599	1	1	14.4767	3063.57	3063.57	inf
88870	1.71858e-06	2.17752e-06	22.5235	0	7	1	-6059.25	0.310326	1	1	22.5235	2076.99	3063.57	inf
88880	2.66952e-06	3.92339e-06	19.2576	0	8	0	-6060.27	-nan	1	1	0	inf	3063.57	inf
88890	1.26112e-06	1.43537e-06	25.2053	0	6	1	-6059.09	0.400507	1	1	1.43537e-06	2929.32	2929.32	inf
88900	2.28742e-06	1.74417e-06	38.1954	0	6	1	-6060.07	-0.182687	1	1	1.74417e-06	1481.91	2929.32	inf
88910	1.7868e-06	1.74417e-06	29.5818	0	8	0	-6059.61	-nan	1	1	0	inf	3302.85	inf
88920	8.55136e-07	1.74417e-06	13.5519	0	2	0	-6060.46	-0.997846	1	1	0	10296	5355.93	inf
88930	5.28015e-07	1.74417e-06	7.92358	0	8	0	-6058.58	-nan	1	1	0	inf	4722.95	inf
88940	4.82623e-07	2.31002e-06	5.1085	0	8	0	-6058.54	-nan	1	1	0	inf	4722.95	inf
88950	4.02161e-07	2.31002e-06	4.06321	0	2	1	-6058.75	-0.104327	1	1	0	4499.96	4499.96	inf
88960	5.59057e-07	2.31002e-06	6.10147	0	8	0	-6058.51	-nan	1	1	0	inf	4446.56	inf
88970	1.11977e-06	4.6269e-06	6.10147	0	2	0	-6058.74	-0.972488	1	1	0	1729.9	4084.25	inf
88980	1.94045e-06	7.80609e-06	6.29855	0	7	1	-6060.08	-0.068211	1	1	6.29855	inf	4084.25	inf
88990	5.7941e-07	2.33087e-06	6.29855	0	2	1	-6058.58	0.348075	1	1	0	3937.11	3937.11	inf
89000	6.26814e-07	1.17935e-06	14.7887	0	2	0	-6062.58	-2.68936	1	1	0	20029.3	8414.03	inf
89010	8.59369e-07	1.6169e-06	14.7887	0	8	0	-6059.74	-nan	1	1	0	inf	8414.03	inf
89020	3.49257e-07	1.25661e-06	7.17949	0	7	1	-6058.46	-0.0478606	1	1	7.17949	19091.4	8414.03	inf
89030	1.21071e-07	5.27356e-07	5.72839	0	8	0	-6059.15	-nan	1	1	0	inf	11870.6	inf
89040	2.26376e-07	9.86037e-07	5.72839	0	6	0	-6061.3	-1.5071	1	1	1.51131e-06	28547.1	28547.1	inf
89050	1.74985e-07	9.86037e-07	4.16433	0	7	1	-6058.44	0.482098	1	1	4.16433	40903.1	19496	inf
89060	1.66628e-07	9.86037e-07	3.90997	0	2	1	-6058.49	0.259316	1	1	0	22197.1	22197.1	inf
89070	9.17168e-08	9.86037e-07	1.63008	0	8	0	-6059.03	-nan	1	1	0	inf	38557.1	inf
89080	9.19814e-08	5.39722e-07	3.95307	0	7	1	-6058.99	2.11355	1	1	3.95307	inf	16434	inf
89090	1.89645e-07	5.39722e-07	9.38339	0	8	0	-6059.13	-nan	1	1	0	inf	8704.87	inf
89100	1.90776e-07	5.39722e-07	9.44627	0	7	0	-6059.42	-0.588644	1	1	7.02418	inf	8704.87	inf
89110	1.90776e-07	5.39722e-07	9.44627	0	2	1	-6058.53	1.26629	1	1	0	16959.1	16959.1	inf
89120	1.51107e-07	3.40693e-07	12.1489	0	6	1	-6058.82	-0.632201	1	1	3.40693e-07	15755.6	15755.6	inf
89130	1.1377e-07	2.5651e-07	12.1489	0	8	0	-6060.07	-nan	1	1	0	inf	70827.2	inf
89140	1.2888e-07	2.90578e-07	12.1489	0	6	1	-6059.37	-0.230883	1	1	2.90578e-07	inf	50280.7	inf
89150	1.5885e-07	3.88045e-07	11.1235	0	2	1	-6058.66	0.724662	1	1	0	26439.5	26439.5	inf
89160	9.66027e-08	3.88045e-07	6.30954	0	6	0	-6060.79	-1.43406	1	1	7.15753e-07	51512.2	51512.2	inf
89170	9.66027e-08	3.88045e-07	6.30954	0	8	0	-6058.75	-nan	1	1	0	inf	51512.2	inf
89180	1.17376e-07	2.5704e-07	12.5424	0	6	0	-6066.56	-4.92433	1	1	4.8825e-07	83634.5	83634.5	inf
89190	7.67475e-08	2.30021e-07	8.85156	0	8	0	-6058.59	-nan	1	1	0	inf	54768.3	inf
89200	7.22069e-08	2.30021e-07	8.25917	0	2	1	-6059.41	-0.370093	1	1	0	92836.4	92836.4	inf
89210	3.90497e-08	1.24396e-07	8.25917	0	7	0	-6062.36	-2.52912	1	1	18.8017	inf	146713	inf
89220	7.83026e-08	2.4944e-07	8.25917	0	8	0	-6058.5	-nan	1	1	0	inf	47952.2	inf
89230	4.39301e-08	1.39943e-07	8.25917	0	2	0	-6060.11	-2.1365	1	1	0	21463.7	47347	inf
89240	1.54405e-07	4.17349e-07	9.94125	0	2	0	-6059.37	-1.65443	1	1	0	9446.54	21768.4	inf
89250	5.20372e-08	4.17349e-07	2.58047	0	2	0	-6059.85	-1.22337	1	1	0	17970.4	28123.9	inf
89260	5.10372e-08	3.6718e-07	3.00999	0	8	0	-6059.07	-nan	1	1	0	inf	28123.9	inf
89270	1.5417e-07	1.10915e-06	3.00999	0	6	1	-6058.78	0.0421491	1	1	1.10915e-06	inf	28123.9	inf
89280	1.97529e-07	1.10915e-06	4.18314	0	7	1	-6058.59	0.619035	1	1	4.18314	inf	10739.9	inf
89290	5.71365e-07	3.20829e-06	4.18314	0	7	0	-6060.63	-0.601472	1	1	5.73516	inf	11942.9	inf
89300	1.46753e-06	8.24039e-06	4.18314	0	8	0	-6059.45	-nan	1	1	0	inf	4303.5	inf
89310	1.37011e-06	8.90083e-06	3.45812	0	7	1	-6058.68	-0.0432977	1	1	3.45812	3113.37	3113.37	inf
89320	1.26046e-06	4.36044e-06	7.51353	0	8	0	-6058.51	-nan	1	1	0	inf	3151.02	inf
89330	5.97894e-07	3.69401e-06	3.69593	0	2	1	-6058.47	-0.00883662	1	1	0	5811.68	5811.68	inf
89340	2.28893e-07	1.41419e-06	3.69593	0	2	0	-6059.15	-1.22307	1	1	0	5975.13	10588.7	inf
89350	2.57938e-07	1.41419e-06	4.31227	0	2	1	-6059.96	-0.543982	1	1	0	28335.9	28335.9	inf
89360	1.95932e-07	1.41419e-06	2.99649	0	7	0	-6059.14	-1.27666	1	1	1.19943	54412.4	22001.1	inf
89370	1.70954e-07	1.41419e-06	2.46644	0	2	1	-6059.62	-0.321522	1	1	0	33836.7	33836.7	inf
89380	8.94004e-08	2.75114e-07	8.59059	0	7	1	-6058.51	-0.141925	1	1	8.59059	inf	33836.7	inf
89390	7.28577e-08	2.75114e-07	6.78609	0	2	1	-6058.57	-0.215772	1	1	0	32655	32655	inf
89400	2.93174e-08	2.75114e-07	2.03668	0	2	1	-6058.91	0.397407	1	1	0	131232	131232	inf
89410	7.64213e-08	7.17135e-07	2.03668	0	6	1	-6059.56	-0.277901	1	1	7.17135e-07	29912.3	69032.1	inf
89420	1.40504e-08	1.7623e-07	1.23131	0	8	0	-6060.07	-nan	1	1	0	inf	69032.1	inf
89430	2.08292e-08	1.7623e-07	2.38565	0	8	0	-6059.2	-nan	1	1	0	inf	65123	inf
89440	1.41709e-07	8.73591e-07	3.70671	0	6	1	-6061.3	-1.87843	1	1	8.73591e-07	175066	65123	inf
89450	1.17401e-07	7.2374e-07	3.70671	0	8	0	-6060.28	-nan	1	1	0	inf	65123	inf
89460	3.07516e-07	1.34515e-06	5.69926	0	7	0	-6068.16	-6.29706	1	1	14.3868	30278.3	30278.3	inf
89470	2.16353e-07	1.34515e-06	3.66545	0	8	0	-6058.45	-nan	1	1	0	inf	12680.6	inf
89480	9.92071e-08	4.95439e-07	4.84787	0	2	0	-6060.01	-2.27186	1	1	0	8966.13	21249.9	inf
89490	8.61285e-08	8.95489e-07	1.72505	0	7	1	-6058.81	-0.845295	1	1	1.72505	inf	29513.9	inf
89500	3.46263e-07	8.95489e-07	10.4427	0	7	1	-6061.55	-1.79794	1	1	10.4427	inf	31135.4	inf
89510	2.314e-07	6.66133e-07	9.26341	0	2	0	-6058.81	-0.628798	1	1	0	9057.59	12967.9	inf
89520	2.3937e-07	6.89076e-07	9.26341	0	6	1	-6058.9	0.201364	1	1	6.89076e-07	10050.5	22398.9	inf
89530	2.17719e-07	6.89076e-07	8.32053	0	8	0	-6058.73	-nan	1	1	0	inf	22398.9	inf
89540	1.28176e-07	6.89076e-07	4.42087	0	2	1	-6059.52	-0.503741	1	1	0	50894.2	50894.2	inf
89550	7.60999e-08	6.89076e-07	2.15291	0	2	0	-6061.77	-2.0838	1	1	0	114433	50894.2	inf
89560	3.579e-08	3.24075e-07	2.15291	0	8	0	-6059.33	-nan	1	1	0	inf	35503.3	inf
89570	3.579e-08	3.24075e-07	2.15291	0	2	1	-6058.9	0.450158	1	1	0	110395	110395	inf
89580	4.31348e-08	3.24075e-07	2.83304	0	8	0	-6059.7	-nan	1	1	0	inf	143465	inf
89590	3.77722e-08	5.04981e-07	1.08341	0	2	1	-6059.64	-1.08884	1	1	0	35896.9	35896.9	inf
89600	2.60259e-08	4.56259e-07	0.550518	0	7	1	-6060.9	-0.859486	1	1	0.550518	inf	35896.9	inf
89610	5.1671e-08	6.28616e-07	1.30545	0	8	0	-6059.16	-nan	1	1	0	inf	35896.9	inf
89620	1.17537e-07	1.42992e-06	1.30545	0	6	1	-6059.57	0.248917	1	1	1.42992e-06	18353.9	35896.9	inf
89630	5.766e-08	7.01476e-07	1.30545	0	2	0	-6060.37	-2.21207	1	1	0	14061.4	35896.9	inf
89640	1.17303e-07	1.19476e-06	1.78509	0	6	1	-6060.04	-0.382156	1	1	1.19476e-06	49416.8	49416.8	inf
89650	1.12145e-07	1.19476e-06	1.65555	0	8	0	-6059.99	-nan	1	1	0	inf	49416.8	inf
89660	1.12145e-07	1.19476e-06	1.65555	0	8	0	-6058.9	-nan	1	1	0	inf	27675.1	inf
89670	8.17948e-08	8.71415e-07	1.65555	0	2	0	-6059.67	-1.20233	1	1	0	13468	22647.4	inf
89680	7.88126e-08	4.58573e-07	3.99632	0	2	1	-6058.56	-0.312845	1	1	0	27936.6	27936.6	inf
89690	1.93993e-07	1.12875e-06	3.99632	0	8	0	-6059.05	-nan	1	1	0	inf	27936.6	inf
89700	1.66605e-07	9.69398e-07	3.99632	0	6	1	-6058.42	-0.134076	1	1	9.69398e-07	inf	17434.2	inf
89710	4.79181e-07	1.95419e-06	6.19728	0	8	0	-6060.32	-nan	1	1	0	inf	17434.2	inf
89720	2.57313e-07	1.95419e-06	2.79015	0	8	0	-6058.76	-nan	1	1	0	inf	15983.5	inf
89730	1.24422e-07	1.00798e-06	2.54301	0	6	1	-6058.72	-0.641367	1	1	1.00798e-06	inf	15983.5	inf
89740	2.98483e-07	1.00798e-06	7.72515	0	7	1	-6060.2	-0.722261	1	1	7.72515	27742.6	27742.6	inf
89750	7.78099e-08	2.62766e-07	7.72515	0	2	1	-6059.14	0.445379	1	1	0	77960.5	77960.5	inf
89760	7.78099e-08	2.62766e-07	7.72515	0	2	1	-6060.28	-0.813124	1	1	0	108314	108314	inf
89770	2.27137e-08	1.43979e-07	3.57294	0	2	1	-6058.45	1.56795	1	1	0	119288	119288	inf
89780	1.50689e-08	9.55199e-08	3.57294	0	2	0	-6061.13	-1.73091	1	1	0	591703	282043	inf
89790	1.03913e-08	9.55199e-08	2.10337	0	7	1	-6059.14	0.112976	1	1	2.10337	432325	432325	inf
89800	4.91991e-09	4.51494e-08	2.10885	0	2	0	-6059.57	-1.36174	1	1	0	224995	404620	inf
89810	6.56056e-09	6.02055e-08	2.10885	0	6	1	-6058.95	0.442984	1	1	6.02055e-08	124130	257464	inf
89820	7.53945e-09	6.91886e-08	2.10885	0	2	1	-6058.68	-0.0257495	1	1	0	331928	331928	inf
89830	7.53945e-09	6.91886e-08	2.10885	0	6	0	-6058.8	-0.590739	1	1	3.96713e-08	inf	456474	inf
89840	5.00293e-09	5.8264e-08	1.41554	0	8	0	-6059.12	-nan	1	1	0	inf	669874	inf
89850	3.7862e-09	4.71036e-08	1.25089	0	2	1	-6060.47	-0.689628	1	1	0	1.47824e+06	1.47824e+06	inf
89860	7.04634e-09	4.71036e-08	3.32793	0	2	0	-6064.52	-4.43116	1	1	0	1.89909e+06	778530	inf
89870	6.99277e-09	3.47005e-08	4.88619	0	2	0	-6063.74	-3.88375	1	1	0	1.89508e+06	778530	inf
89880	6.99277e-09	3.47005e-08	4.88619	0	7	0	-6061.96	-2.2219	1	1	13.1879	inf	694046	inf
89890	7.5685e-09	3.75575e-08	4.88619	0	8	0	-6058.89	-nan	1	1	0	inf	694046	inf
89900	5.06785e-09	4.22587e-08	2.4376	0	7	1	-6058.68	0.0323359	1	1	2.4376	inf	694046	inf
89910	6.97564e-09	3.02507e-08	5.75878	0	6	1	-6059.4	1.08282	1	1	3.02507e-08	2.12552e+06	935829	inf
89920	2.65397e-09	1.15092e-08	5.75878	0	8	0	-6058.5	-nan	1	1	0	inf	935829	inf
89930	5.47015e-09	3.01468e-08	4.28399	0	6	1	-6058.89	0.741913	1	1	3.01468e-08	inf	935829	inf
89940	4.59318e-09	3.26865e-08	3.05573	0	8	0	-6058.72	-nan	1	1	0	inf	911417	inf
89950	2.16864e-09	1.76228e-08	2.53167	0	7	1	-6058.58	-0.224184	1	1	2.53167	inf	1.40153e+06	inf
89960	4.71795e-09	1.76228e-08	6.87287	0	2	1	-6058.86	0.106406	1	1	0	1.12944e+06	1.12944e+06	inf
89970	5.68043e-09	1.76228e-08	8.51187	0	7	1	-6058.93	1.01241	1	1	8.51187	1.69579e+06	970085	inf
89980	6.7661e-09	1.63988e-08	11.2207	0	8	0	-6058.68	-nan	1	1	0	inf	639478	inf
89990	3.22007e-09	1.25891e-08	6.51467	0	7	1	-6058.89	-0.0293591	1	1	6.51467	1.67315e+06	1.67315e+06	inf
90000	2.13594e-09	1.62959e-08	2.77215	0	8	0	-6058.53	-nan	1	1	0	inf	1.41937e+06	inf
90010	1.31298e-09	1.62959e-08	1.25662	0	2	1	-6059.16	-0.384044	1	1	0	1.489e+06	1.489e+06	inf
90020	3.4667e-09	4.30267e-08	1.25662	0	2	0	-6059.09	-0.18711	1	1	0	674221	868726	inf
90030	4.28593e-09	4.27832e-08	1.84501	0	6	1	-6058.76	2.07388	1	1	4.27832e-08	inf	590304	inf
90040	9.80835e-09	6.65139e-08	3.26403	0	2	1	-6058.64	0.0858238	1	1	0	410467	410467	inf
90050	3.23606e-08	1.7299e-07	4.45252	0	7	1	-6059.82	-0.245399	1	1	4.45252	inf	219217	inf
90060	1.72571e-08	9.22509e-08	4.45252	0	8	0	-6058.45	-nan	1	1	0	inf	210052	inf
90070	2.5225e-08	5.78389e-08	11.9267	0	2	0	-6058.92	-0.876262	1	1	0	85070.5	210052	inf
90080	2.20013e-08	5.78389e-08	10.2541	0	2	0	-6064.23	-4.22471	1	1	0	682407	259846	inf
90090	1.28415e-08	5.78389e-08	5.50155	0	7	1	-6058.41	0.00393497	1	1	5.50155	inf	259846	inf
90100	2.4465e-08	1.29018e-07	4.52928	0	8	0	-6058.62	-nan	1	1	0	inf	179713	inf
90110	6.04852e-09	3.18974e-08	4.52928	0	8	0	-6058.67	-nan	1	1	0	inf	323393	inf
90120	8.91383e-09	3.18974e-08	7.22502	0	7	1	-6058.47	0.973367	1	1	7.22502	inf	323393	inf
90130	6.8749e-09	3.18974e-08	5.30675	0	7	1	-6058.57	-0.605629	1	1	5.30675	inf	323393	inf
90140	6.75549e-09	2.59781e-08	6.64259	0	8	0	-6058.44	-nan	1	1	0	inf	517341	inf
90150	1.08162e-08	2.62463e-08	11.2058	0	2	1	-6058.8	0.417803	1	1	0	449100	449100	inf
90160	1.37407e-08	4.05657e-08	9.0038	0	7	1	-6058.53	-0.126185	1	1	9.0038	218242	218242	inf
90170	1.51796e-08	4.05657e-08	10.0683	0	2	1	-6060.19	-0.816696	1	1	0	547792	547792	inf
90180	1.51796e-08	4.05657e-08	10.0683	0	2	0	-6061.07	-1.58941	1	1	0	654624	281290	inf
90190	5.79271e-09	3.36581e-08	4.00352	0	7	1	-6058.89	-1.25575	1	1	4.00352	inf	281290	inf
90200	6.12615e-09	3.55955e-08	4.00352	0	8	0	-6058.43	-nan	1	1	0	inf	454380	inf
90210	5.52151e-09	2.62556e-08	5.1497	0	6	1	-6058.44	0.651609	1	1	2.62556e-08	inf	663591	inf
90220	1.11763e-08	2.62556e-08	11.613	0	2	0	-6060.75	-1.24149	1	1	0	839214	352725	inf
90230	3.91159e-09	1.29625e-08	7.89448	0	6	0	-6060.43	-1.9915	1	1	6.60239e-09	inf	405164	inf
90240	3.91159e-09	1.29625e-08	7.89448	0	8	0	-6059.11	-nan	1	1	0	inf	405164	inf
90250	5.77009e-09	3.62566e-08	3.61462	0	2	0	-6064.58	-4.47278	1	1	0	2.37131e+06	985364	inf
90260	1.71147e-09	1.07541e-08	3.61462	0	6	1	-6059.77	-1.86425	1	1	1.07541e-08	inf	566909	inf
90270	2.10206e-09	4.24482e-09	13.6997	0	6	1	-6059.2	-1.29542	1	1	4.24482e-09	874032	874032	inf
90280	2.10206e-09	4.24482e-09	13.6997	0	2	1	-6058.84	0.040245	1	1	0	2.2332e+06	2.2332e+06	inf
90290	2.10206e-09	4.24482e-09	13.6997	0	7	0	-6059.65	-1.63911	1	1	5.65937	1.12608e+06	1.12608e+06	inf
90300	5.41072e-09	6.53773e-09	23.6752	0	6	1	-6059.19	0.843986	1	1	6.53773e-09	inf	903984	inf
90310	5.36578e-09	4.50796e-09	34.5589	0	8	0	-6059.46	-nan	1	1	0	inf	903984	inf
90320	8.34835e-09	8.60451e-09	27.955	0	8	0	-6060.18	-nan	1	1	0	inf	903984	inf
90330	4.00638e-09	6.71795e-09	16.7356	0	6	0	-6059.32	-0.917703	1	1	4.24799e-09	inf	731924	inf
90340	1.50533e-09	2.52416e-09	16.7356	0	8	0	-6059.08	-nan	1	1	0	inf	3.50903e+06	inf
90350	1.47406e-09	2.52416e-09	16.3638	0	2	1	-6059.03	0.429623	1	1	0	3.48527e+06	3.48527e+06	inf
90360	1.47406e-09	2.52416e-09	16.3638	0	2	1	-6062.28	-2.11616	1	1	0	8.17112e+06	8.17112e+06	inf
90370	7.56371e-10	1.8536e-09	11.0843	0	8	0	-6058.8	-nan	1	1	0	inf	3.04685e+06	inf
90380	2.26074e-10	7.57511e-10	7.79491	0	7	1	-6058.54	0.147866	1	1	7.79491	1.80323e+07	1.80323e+07	inf
90390	1.89532e-10	7.57511e-10	6.34725	0	7	1	-6058.43	0.112908	1	1	6.34725	inf	1.80323e+07	inf
90400	3.83158e-10	1.70101e-09	5.59851	0	2	1	-6058.44	0.2115	1	1	0	9.58937e+06	9.58937e+06	inf
90410	1.92786e-09	4.56996e-09	11.4985	0	2	0	-6059.38	-1.68688	1	1	0	791816	2.04989e+06	inf
90420	4.43471e-09	1.0416e-08	11.6157	0	6	1	-6060.6	-1.12409	1	1	1.0416e-08	inf	2.04989e+06	inf
90430	9.35767e-09	6.52702e-09	41.8631	0	7	1	-6062.74	-2.49358	1	1	41.8631	1.30074e+06	1.30074e+06	inf
90440	8.87394e-09	6.52702e-09	39.639	0	2	1	-6060.14	-1.43566	1	1	0	192025	192025	inf
90450	8.64836e-09	9.37462e-09	26.5235	0	2	1	-6059.23	0.024803	1	1	0	543509	543509	inf
90460	5.32503e-09	7.03831e-09	21.5433	0	8	0	-6059	-nan	1	1	0	inf	597561	inf
90470	5.38251e-09	7.03831e-09	21.7884	0	7	1	-6059.08	0.0108567	1	1	21.7884	318572	508667	inf
90480	9.58822e-09	1.36159e-08	19.9714	0	6	1	-6059.08	0.664954	1	1	1.36159e-08	inf	508667	inf
90490	3.72095e-09	5.28398e-09	19.9714	0	7	0	-6060.39	-0.554109	1	1	25.0321	inf	1.76791e+06	inf
90500	3.72095e-09	5.28398e-09	19.9714	0	8	0	-6059.75	-nan	1	1	0	inf	1.86708e+06	inf
90510	2.6948e-09	3.82678e-09	19.9714	0	6	0	-6062.19	-0.556891	1	1	4.25447e-09	inf	3.94234e+06	inf
90520	3.37315e-09	5.17444e-09	18.4016	0	6	1	-6059.44	-0.0629542	1	1	5.17444e-09	inf	1.85389e+06	inf
90530	4.05295e-09	5.17444e-09	22.3442	0	8	0	-6059.81	-nan	1	1	0	inf	1.71753e+06	inf
90540	1.11768e-09	1.40558e-09	22.7016	0	6	1	-6059.02	-0.010823	1	1	1.40558e-09	8.53781e+06	3.52467e+06	inf
90550	7.60303e-10	1.40558e-09	15.0715	0	8	0	-6058.76	-nan	1	1	0	inf	5.04168e+06	inf
90560	5.97909e-10	1.84252e-09	8.57703	0	2	0	-6059.59	-1.9747	1	1	0	2.0614e+06	5.04168e+06	inf
90570	8.46344e-10	3.28057e-09	6.58082	0	6	1	-6058.55	0.197966	1	1	3.28057e-09	1.92349e+06	5.04168e+06	inf
90580	3.1814e-10	3.28057e-09	1.74896	0	7	1	-6058.8	-0.218273	1	1	1.74896	inf	8.46302e+06	inf
90590	4.63171e-10	4.77608e-09	1.74896	0	6	1	-6059.14	1.12249	1	1	4.77608e-09	inf	8.73967e+06	inf
90600	2.75626e-10	1.798e-09	3.43907	0	8	0	-6058.6	-nan	1	1	0	inf	1.44314e+07	inf
90610	2.81496e-10	1.798e-09	3.53705	0	8	0	-6058.61	-nan	1	1	0	inf	1.44314e+07	inf
90620	1.94891e-10	1.24483e-09	3.53705	0	6	1	-6058.65	-0.728138	1	1	1.24483e-09	8.01663e+06	1.019e+07	inf
90630	2.8394e-10	1.0234e-09	7.16485	0	6	0	-6058.69	-0.769914	1	1	5.93088e-10	inf	1.29058e+07	inf
90640	3.16585e-10	9.89771e-10	8.43749	0	2	1	-6059.02	0.438556	1	1	0	1.81599e+07	1.81599e+07	inf
90650	2.05877e-10	6.43654e-10	8.43749	0	7	0	-6061.67	-2.03951	1	1	19.3712	2.47535e+07	2.47535e+07	inf
90660	2.05877e-10	6.43654e-10	8.43749	0	8	0	-6058.53	-nan	1	1	0	inf	1.8951e+07	inf
90670	1.5376e-10	9.85364e-10	3.52153	0	6	1	-6058.53	0.399603	1	1	9.85364e-10	1.294e+07	2.40889e+07	inf
90680	1.50647e-10	9.85364e-10	3.42674	0	6	0	-6059.76	-1.83843	1	1	4.77852e-10	1.33131e+07	1.33131e+07	inf
90690	1.85041e-10	6.04861e-10	8.01937	0	8	0	-6059.2	-nan	1	1	0	inf	3.35435e+07	inf
90700	1.85041e-10	6.04861e-10	8.01937	0	2	0	-6060.77	-1.16342	1	1	0	5.03488e+07	3.35435e+07	inf
